movie_id,title,subtitle,year,rating,star_count,comment_count,comment,poster,user_avatar,user_name,rank
25921812,驴得水,2016 / 中国大陆 / 剧情 喜剧 / 周申 刘露 / 任素汐 大力,2016,8.3,4.0,999124,过去的如果就让它过去了，未来只会越来越糟！,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2393044761.jpg,https://img1.doubanio.com/icon/up45811878-20.jpg,心生,20
1907966,疯狂原始人,2013 / 美国 / 喜剧 动画 冒险 / 柯克·德·米科 克里斯·桑德斯 / 尼古拉斯·凯奇 艾玛·斯通,2013,8.7,4.5,921746,没错，就是一部人看人爱，无可挑剔的片子！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1867084027.jpg,https://img1.doubanio.com/icon/up67980478-10.jpg,lola,177
1292215,天使爱美丽,2001 / 法国 德国 / 剧情 喜剧 爱情 / 让-皮埃尔·热内 / 奥黛丽·塔图 马修·卡索维茨,2001,8.7,4.5,1020961,左上唇，右脸颊，左眼，右后脖颈。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2447590313.jpg,https://img3.doubanio.com/icon/up1196801-32.jpg,Zephyrance,139
25986662,疯狂的外星人,2019 / 中国大陆 / 喜剧 科幻 / 宁浩 / 黄渤 沈腾,2019,6.4,3.0,728636,难得一见的国产无政府主义喜剧,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2915734567.jpg,https://img1.doubanio.com/icon/up1511528-8.jpg,妖灵妖,26
34780991,哪吒之魔童闹海,2025 / 中国大陆 / 剧情 喜剧 动画 奇幻 / 饺子 / 吕艳婷 囧森瑟夫,2025,8.4,4.0,1527238,申公豹：小镇做题家的一生,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2916323291.jpg,https://img9.doubanio.com/icon/up130098450-6.jpg,海底,2
10574622,人再囧途之泰囧,2012 / 中国大陆 / 喜剧 / 徐峥 / 徐峥 王宝强,2012,7.5,4.0,830549,中国的喜剧片拍成这样，我作为一个观众就很满足了。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1793720172.jpg,https://img1.doubanio.com/icon/up2279829-8.jpg,张小北,13
1862151,疯狂的石头,2006 / 中国大陆 中国香港 / 喜剧 犯罪 / 宁浩 / 郭涛 刘桦,2006,8.6,4.5,926632,中国最nb的片,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p712241453.jpg,https://img1.doubanio.com/icon/up1447018-70.jpg,xjxiidjsns,180
11525673,布达佩斯大饭店,2014 / 美国 德国 英国 / 剧情 喜剧 冒险 / 韦斯·安德森 / 拉尔夫·费因斯 托尼·雷沃罗利,2014,8.9,4.5,1082755,他，还有她，就那样离开了，昨日的世界也不复存在。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2183539003.jpg,https://img3.doubanio.com/icon/up1128221-102.jpg,木卫二,79
4202982,冰雪奇缘,2013 / 美国 / 喜剧 动画 歌舞 奇幻 / 克里斯·巴克 珍妮弗·李 / 克里斯汀·贝尔 伊迪娜·门泽尔,2013,8.5,4.5,830555,一对百合一对兽人，专注黑王子一百年！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2151245053.jpg,https://img9.doubanio.com/icon/up48542548-6.jpg,Wendy,238
26366496,邪不压正,2018 / 中国大陆 / 剧情 喜剧 动作 / 姜文 / 彭于晏 廖凡,2018,7.0,3.5,740214,这部才是姜文所有片子里最需要放开了解读的,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2526297221.jpg,https://img1.doubanio.com/icon/up51665133-208.jpg,沒回合,10
27133303,超时空同居,2018 / 中国大陆 / 喜剧 爱情 奇幻 / 苏伦 / 雷佳音 佟丽娅,2018,6.8,3.5,542189,雷佳音总是能带给我快乐~,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2520331478.jpg,https://img9.doubanio.com/icon/up60709551-36.jpg,恶魔奶爸Sam,6
35766491,满江红,2023 / 中国大陆 / 剧情 喜剧 悬疑 古装 / 张艺谋 / 沈腾 易烊千玺,2023,7.0,3.5,1153630,我们为什么要记住诗词。,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2887555071.jpg,https://img2.doubanio.com/icon/up119678479-1.jpg,-却不及,16
1291832,低俗小说,1994 / 美国 / 剧情 喜剧 犯罪 / 昆汀·塔伦蒂诺 / 约翰·特拉沃尔塔 乌玛·瑟曼,1994,8.9,4.5,957260,我爱特拉沃塔的舞。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1910902213.jpg,https://img3.doubanio.com/icon/up1000152-23.jpg,大头绿豆,86
25723907,捉妖记,2015 / 中国大陆 中国香港 / 喜剧 奇幻 古装 / 许诚毅 / 白百何 井柏然,2015,6.7,3.5,578647,胡巴太萌！！！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2257944916.jpg,https://img9.doubanio.com/icon/up2986990-6.jpg,keke,5
1291578,冰川时代,2002 / 美国 / 喜剧 动画 冒险 / 卡洛斯·沙尔丹哈 克里斯·韦奇 / 雷·罗马诺 约翰·雷吉扎莫,2002,8.7,4.5,686427,这只松鼠才是角儿！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1910895719.jpg,https://img3.doubanio.com/icon/up2563179-153.jpg,王老虎,196
1482072,穿普拉达的女王,2006 / 美国 法国 / 剧情 喜剧 / 大卫·弗兰科尔 / 梅丽尔·斯特里普 安妮·海瑟薇,2006,8.2,4.0,828705,当你众叛亲离的时候 那就意味着你该升职了 ,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p735379215.jpg,https://img2.doubanio.com/icon/up33524669-41.jpg,Rivers,9
26862259,乘风破浪,2017 / 中国大陆 / 剧情 喜剧 / 韩寒 / 邓超 彭于晏,2017,6.8,3.5,634068,电影里有首插曲居然是改编了的《500 miles》，鸡冻~,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2408407697.jpg,https://img9.doubanio.com/icon/up1789118-85.jpg,Isidora,5
4237879,人在囧途,2010 / 中国大陆 / 喜剧 / 叶伟民 / 徐峥 王宝强,2010,7.9,4.0,719634,“老板，黄河的水真黄啊。”“大哥，这是长江”,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p500548437.jpg,https://img3.doubanio.com/icon/up2228159-253.jpg,伊莱·克拉克,13
26366465,我的少女时代,2015 / 中国台湾 / 喜剧 爱情 / 陈玉珊 / 宋芸桦 王大陆,2015,7.8,4.0,657278,老土到丧心病狂，感动到一塌糊涂,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2285115802.jpg,https://img1.doubanio.com/icon/up129583367-69.jpg,Mortis,7
1291579,怪兽电力公司,2001 / 美国 / 喜剧 动画 儿童 奇幻 冒险 / 彼特·道格特 大卫·西尔弗曼 李·昂克里奇 / 约翰·古德曼 比利·克里斯托,2001,8.8,4.5,770191,那一声KITTY，软了我的眼泪。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2513247938.jpg,https://img3.doubanio.com/icon/up1222022-92.jpg,泪小鱼|念。,137
35051512,我和我的家乡,2020 / 中国大陆 / 剧情 喜剧 / 宁浩 徐峥 陈思诚 闫非 彭大魔 邓超 俞白眉 / 葛优 黄渤,2020,7.0,3.5,714076,沈腾马丽>邓超闫妮>宁浩葛优>陈思诚黄渤>徐峥,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2620453443.jpg,https://img3.doubanio.com/icon/up2343960-143.jpg,zhang 2nd,9
1297518,九品芝麻官,1994 / 中国香港 / 剧情 喜剧 古装 / 王晶 / 周星驰 吴孟达,1994,8.8,4.5,794101,原来很多年前，就有人跟我们说了一个上访成功的故事,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p648370300.jpg,https://img9.doubanio.com/icon/up1188227-64.jpg,阿布丁,143
35725869,年会不能停！,2023 / 中国大陆 / 剧情 喜剧 / 董润年 / 大鹏 白客,2023,8.1,4.0,1101348,白客在这部电影里非常戳人xp谁懂,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2901057189.jpg,https://img9.doubanio.com/icon/up49285770-36.jpg,人的随波逐流,7
10533913,头脑特工队,2015 / 美国 / 喜剧 动画 冒险 / 彼特·道格特 罗纳尔多·德尔·卡门 / 艾米·波勒 菲利丝·史密斯,2015,8.8,4.5,804993,愿我们都不用长大 每一座城堡都能永远存在,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2874927470.jpg,https://img1.doubanio.com/icon/up4029129-19.jpg,跳核桃！,115
26575103,捉妖记2,2018 / 中国大陆 中国香港 / 喜剧 动作 奇幻 古装 / 许诚毅 / 梁朝伟 白百何,2018,4.9,2.5,391134,李宇春太惊艳了！！！胡巴很可爱！适合全家欢！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2509643816.jpg,https://img9.doubanio.com/icon/up137436394-5.jpg,超爱西瓜瓜瓜,39
1783457,功夫熊猫,2008 / 美国 / 喜剧 动作 动画 冒险 / 马克·奥斯本 约翰·斯蒂文森 / 杰克·布莱克 达斯汀·霍夫曼,2008,8.3,4.0,642112,可恨国人拍不出这样的动画片！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1597238857.jpg,https://img1.doubanio.com/icon/up1715179-89.jpg,鱼·无,19
10577869,时空恋旅人,2013 / 英国 美国 / 喜剧 爱情 奇幻 / 理查德·柯蒂斯 / 多姆纳尔·格里森 瑞秋·麦克亚当斯,2013,8.8,4.5,792418,父子戏才是主线....五星全给海边散步那一小段,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2070153774.jpg,https://img1.doubanio.com/icon/up46011061-269.jpg,拔丝摩的,124
30122633,快把我哥带走,2018 / 中国大陆 / 喜剧 奇幻 / 郑芬芬 / 张子枫 彭昱畅,2018,6.8,3.5,414108,那句“你把我落下了”，受到一万点暴击…,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2531080870.jpg,https://img3.doubanio.com/icon/up1005928-127.jpg,影志,
30318116,利刃出鞘,2019 / 美国 / 剧情 喜剧 悬疑 犯罪 / 莱恩·约翰逊 / 丹尼尔·克雷格 安娜·德·阿玛斯,2019,8.1,4.0,888696,猝不及防地cue了baby driver！？,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2574172427.jpg,https://img2.doubanio.com/icon/up1043499-101.jpg,Kaito,6
10574468,北京遇上西雅图,2013 / 中国大陆 中国香港 / 喜剧 爱情 / 薛晓路 / 汤唯 吴秀波,2013,7.3,3.5,612293,你要努力使自己变得强大，随时迎接从天而降的爱情。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1878328589.jpg,https://img9.doubanio.com/icon/up2366893-205.jpg,陌聆,16
24405378,王牌特工：特工学院,2014 / 英国 美国 / 喜剧 动作 冒险 / 马修·沃恩 / 塔伦·埃哲顿 科林·费尔斯,2014,8.4,4.0,726255,本片手表道具由名侦探柯南独家赞助播出。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2218945060.jpg,https://img9.doubanio.com/icon/up30630365-4.jpg,Bill 2.0,9
5308265,西游降魔篇,2013 / 中国大陆 中国香港 / 喜剧 奇幻 冒险 / 周星驰 郭子健 / 文章 舒淇,2013,7.2,3.5,679914,思想，境界，诚意,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p1856385532.jpg,https://img3.doubanio.com/icon/up41905898-17.jpg,马邦德,13
1316510,射雕英雄传之东成西就,1993 / 中国香港 / 喜剧 奇幻 武侠 古装 / 刘镇伟 / 梁朝伟 林青霞,1993,8.7,4.5,718196,张学友让梁朝伟杀他那段，笑翻了,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2609063922.jpg,https://img1.doubanio.com/icon/up1135169-79.jpg,掀桌超人,160
1292401,真爱至上,2003 / 英国 美国 法国 / 剧情 喜剧 爱情 / 理查德·柯蒂斯 / 休·格兰特 连姆·尼森,2003,8.5,4.5,809158,至少能干掉几十部《全城热恋》吧,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p475600770.jpg,https://img9.doubanio.com/icon/up2931632-45.jpg,大灰狼,234
35422807,扬名立万,2021 / 中国大陆 / 剧情 喜剧 悬疑 / 刘循子墨 / 尹正 邓家佳,2021,7.4,3.5,858798,十个项目九个凉，商业投资很正常。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2881817779.jpg,https://img1.doubanio.com/icon/up187397902-10.jpg,拣尽寒枝,9
1291858,鬼子来了,2000 / 中国大陆 / 剧情 喜剧 / 姜文 / 姜文 香川照之,2000,9.3,4.5,712559,从此，“大哥大嫂过年好” 在耳边经久回荡……,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p776573640.jpg,https://img3.doubanio.com/icon/up1005928-127.jpg,影志,43
30306570,囧妈,2020 / 中国大陆 / 喜剧 / 徐峥 / 徐峥 黄梅莹,2020,5.9,3.0,604985,最后张璐和徐伊万没有在一起，就凭这一点，多给一分。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2581835383.jpg,https://img9.doubanio.com/icon/up115812510-4.jpg,禾田小意达,
6873143,一条狗的使命,2017 / 美国 / 剧情 喜剧 家庭 / 拉斯·霍尔斯道姆 / 乔什·加德 布丽特·罗伯森,2017,7.7,4.0,400067,养狗的人看了会哭，养猫的人看了会沉默…,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2432493858.jpg,https://img9.doubanio.com/icon/up4140691-65.jpg,Lcy,3
36081094,热辣滚烫,2024 / 中国大陆 / 剧情 喜剧 运动 / 贾玲 / 贾玲 雷佳音,2024,7.5,4.0,928181,看完想大喊：姐！,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2904304396.jpg,https://img9.doubanio.com/icon/up228613380-4.jpg,真珠,17
10777687,7号房的礼物,2013 / 韩国 / 剧情 喜剧 家庭 / 李焕京 / 柳承龙 朴信惠,2013,8.9,4.5,621483,韩片一定要这样吗！！！哭肿了都,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1816276065.jpg,https://img3.doubanio.com/icon/up4025298-72.jpg,麦,108
1293359,菊次郎的夏天,1999 / 日本 / 剧情 喜剧 / 北野武 / 北野武 关口雄介,1999,8.9,4.5,673208,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2620392435.jpg,https://img3.doubanio.com/icon/up1000152-23.jpg,大头绿豆,119
26393561,小萝莉的猴神大叔,2015 / 印度 / 剧情 喜剧 动作 / 卡比尔·汗 / 萨尔曼·汗 哈莎莉·马洛特拉,2015,8.4,4.0,498858,不说了，洗脸去了,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2510956726.jpg,https://img2.doubanio.com/icon/up47022062-11.jpg,韩塞的小粉丝,2
26662193,前任3：再见前任,2017 / 中国大陆 / 喜剧 爱情 / 田羽生 / 韩庚 郑恺,2017,5.5,3.0,415154,一个丑逼，两个浪逼，三个作逼的故事。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2508926717.jpg,https://img9.doubanio.com/icon/up2366673-14.jpg,Van先生,
35183042,独行月球,2022 / 中国大陆 / 喜剧 科幻 / 张吃鱼 / 沈腾 马丽,2022,6.6,3.5,762878,太他妈的浪漫了。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2876409008.jpg,https://img3.doubanio.com/icon/up157194387-12.jpg,没有去过沙漠,12
25717233,心花路放,2014 / 中国大陆 / 喜剧 爱情 / 宁浩 / 黄渤 徐峥,2014,7.2,3.5,583569,看完最深刻的感受是：百合大法好！！！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2221061003.jpg,https://img3.doubanio.com/icon/up1360856-37.jpg,伊谢尔伦的风,6
35376457,爱情神话,2021 / 中国大陆 / 剧情 喜剧 爱情 / 邵艺辉 / 徐峥 马伊琍,2021,8.1,4.0,870116,看完只想说一句，灵啊，灵啊！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2914207920.jpg,https://img1.doubanio.com/icon/up154022932-10.jpg,即兴放映,17
1293839,罗马假日,1953 / 美国 / 剧情 喜剧 爱情 / 威廉·惠勒 / 奥黛丽·赫本 格利高里·派克,1953,9.1,4.5,1045693,赫本，无与伦比的美丽。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2189265085.jpg,https://img3.doubanio.com/icon/up1005928-127.jpg,影志,56
1292215,天使爱美丽,2001 / 法国 德国 / 剧情 喜剧 爱情 / 让-皮埃尔·热内 / 奥黛丽·塔图 马修·卡索维茨,2001,8.7,4.5,1020961,左上唇，右脸颊，左眼，右后脖颈。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2447590313.jpg,https://img3.doubanio.com/icon/up1196801-32.jpg,Zephyrance,139
25934014,爱乐之城,2016 / 美国 / 剧情 爱情 歌舞 / 达米恩·查泽雷 / 瑞恩·高斯林 艾玛·斯通,2016,8.4,4.0,1117065,看這部片會想起的那個人，一定是忘不了的,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2929224846.jpg,https://img9.doubanio.com/icon/up30732648-25.jpg,Noe,210
1485260,本杰明·巴顿奇事,2008 / 美国 / 剧情 爱情 奇幻 / 大卫·芬奇 / 布拉德·皮特 凯特·布兰切特,2008,9.0,4.5,1102044,你前进，我倒退，我们爱对方整整一个曾经。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2192535722.jpg,https://img9.doubanio.com/icon/up31884889-284.jpg,minhe,62
30331149,白蛇：缘起,2019 / 中国大陆 美国 / 爱情 动画 奇幻 / 黄家康 赵霁 / 张喆 杨天翔,2019,7.8,4.0,823833,这个结尾真的漂亮，轮回的故事总是那么富有情感的张力,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2544313786.jpg,https://img2.doubanio.com/icon/up52057602-1.jpg,星野流魂,11
1297447,倩女幽魂,1987 / 中国香港 / 爱情 奇幻 武侠 古装 / 程小东 / 张国荣 王祖贤,1987,8.8,4.5,835513,两张绝世的脸。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2918554634.jpg,https://img1.doubanio.com/icon/up2426142-198.jpg,雨天女士藍調,128
6874741,无问西东,2018 / 中国大陆 / 剧情 爱情 战争 / 李芳芳 / 章子怡 黄晓明,2018,7.5,4.0,749979,孤坟葬着未亡者，枯井跳下活死人。你会一点命理，却摸不透时代脉搏；我懂一些句读，仍划不掉此生灾祸。沙海苍茫，惦念着远方的你治愈情痛；山河破碎，曾记得少年意气胸怀家国。这里有百子争鸣，可静坐听雨，能丈量核变，共天地俊秀。这水木清华见证了百年兴衰，世事变迁。还有无数情深，正在漠漠跋涉。,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2507572275.jpg,https://img3.doubanio.com/icon/up49290419-32.jpg,西楼尘,13
1418200,傲慢与偏见,2005 / 法国 英国 美国 / 剧情 爱情 / 乔·赖特 / 凯拉·奈特莉 马修·麦克费登,2005,8.7,4.5,933847,"拍得挺美的,拍名著只要不把它拍砸了就是胜利",https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2016401659.jpg,https://img3.doubanio.com/icon/up1123543-3.jpg,kingfish,129
25827935,七月与安生,2016 / 中国大陆 中国香港 / 剧情 爱情 / 曾国祥 / 周冬雨 马思纯,2016,7.5,4.0,680283,谢谢编剧 谢谢原作 谢谢导演 谢谢演员 谢谢一切,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2378140502.jpg,https://img9.doubanio.com/icon/up29786206-24.jpg,琦殿,29
27133303,超时空同居,2018 / 中国大陆 / 喜剧 爱情 奇幻 / 苏伦 / 雷佳音 佟丽娅,2018,6.8,3.5,542189,雷佳音总是能带给我快乐~,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2520331478.jpg,https://img9.doubanio.com/icon/up60709551-36.jpg,恶魔奶爸Sam,6
1828115,色，戒,2007 / 中国台湾 中国大陆 美国 中国香港 / 剧情 爱情 情色 / 李安 / 梁朝伟 汤唯,2007,8.7,4.5,960775,好一个汤唯,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p453716305.jpg,https://img2.doubanio.com/icon/up1032989-51.jpg,桃桃林林,135
1291999,重庆森林,1994 / 中国香港 / 剧情 爱情 / 王家卫 / 林青霞 金城武,1994,8.8,4.5,922136,这部片里的王菲和金城武都还是他们最光芒万丈的时候.,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p792381411.jpg,https://img9.doubanio.com/icon/up1306803-54.jpg,宋阿慕,117
26366465,我的少女时代,2015 / 中国台湾 / 喜剧 爱情 / 陈玉珊 / 宋芸桦 王大陆,2015,7.8,4.0,657278,老土到丧心病狂，感动到一塌糊涂,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2285115802.jpg,https://img1.doubanio.com/icon/up129583367-69.jpg,Mortis,7
2209573,贫民窟的百万富翁,2008 / 英国 / 剧情 爱情 / 丹尼·博伊尔 洛芙琳·坦丹 / 戴夫·帕特尔 沙鲁巴·舒克拉,2008,8.6,4.5,807434,现实主义的剧情，落到了浪漫主义的结局上。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2434249040.jpg,https://img2.doubanio.com/icon/up172195277-1.jpg,春风不解意,211
36154853,好东西,2024 / 中国大陆 / 剧情 爱情 / 邵艺辉 / 宋佳 钟楚曦,2024,8.9,4.5,1207021,我正直勇敢有阅读量，我有什么好可怜的！,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2915454411.jpg,https://img2.doubanio.com/icon/up233394369-1.jpg,kkkk过马路,4
1300267,乱世佳人,1939 / 美国 / 剧情 爱情 历史 战争 / 维克多·弗莱明 乔治·库克 山姆·伍德 / 费雯·丽 克拉克·盖博,1939,9.3,4.5,791638,请上帝保佑那个真正爱你的人吧，你把他的心都揉碎了。,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1963126880.jpg,https://img9.doubanio.com/icon/up2093566-194.jpg,海心,34
1418834,断背山,2005 / 美国 加拿大 / 剧情 爱情 同性 家庭 / 李安 / 希斯·莱杰 杰克·吉伦哈尔,2005,8.8,4.5,782404,看来我没有弯的潜质，一上来我就把攻受猜反了,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2169104127.jpg,https://img3.doubanio.com/icon/up2608560-92.jpg,大島,121
10577869,时空恋旅人,2013 / 英国 美国 / 喜剧 爱情 奇幻 / 理查德·柯蒂斯 / 多姆纳尔·格里森 瑞秋·麦克亚当斯,2013,8.8,4.5,792418,父子戏才是主线....五星全给海边散步那一小段,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2070153774.jpg,https://img1.doubanio.com/icon/up46011061-269.jpg,拔丝摩的,124
3364223,了不起的盖茨比,2013 / 澳大利亚 美国 / 剧情 爱情 / 巴兹·鲁赫曼 / 莱昂纳多·迪卡普里奥 凯瑞·穆里根,2013,8.0,4.0,722421,屌丝逆袭一时爽，终究还是火葬场,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2091221628.jpg,https://img2.doubanio.com/icon/up1072476-1.jpg,McDull,1
